id,type,scene_id,target_objs_id,target_actions,language_sentence,language_words_op,gpointing_obj_probs
03-03-46-01,1,03-03,['03-03-09-sph-g-10'],['pick up'],pick up green big sphere,"['green', 'big', 'sphere']","[0.040404572108501374, 0.0888271776798092, 0.10305827205410892, 0.04787999186814016, 0.14217875741628513, 0.031060142595584844, 1.0, 0.06774005133389206, 0.2670688956493151, 1.0, 0.03144835926287554, 0.031650015029290386, 0.046146777075204946, 0.10253698792699244]"
03-03-47-02,2,03-03,['03-03-09-sph-g-10'],['pick up'],pick up sphere,['sphere'],"[0.04389589830729223, 0.08880374120862473, 0.1002939335199978, 0.051834607993881454, 0.13053565657755034, 0.03413302058577487, 1.0, 0.06977278650248284, 0.2570863213160066, 1.0, 0.03489435898783818, 0.03498752447620041, 0.050945113294239945, 0.1028170372301107]"
03-03-48-03,3,03-03,['03-03-09-sph-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.04067481972978166, 0.09844953857043547, 0.10394983350720771, 0.04761965749472735, 0.17319754477764843, 0.03146738165558715, 1.0, 0.07043663796571101, 0.22224887686597197, 1.0, 0.031486952209202175, 0.03192320043599497, 0.04545925892267976, 0.10308629786505233]"
03-03-49-04,4,03-03,['03-03-09-sph-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.042505937063466566, 0.08271833619174417, 0.09852438988002997, 0.05064883967442737, 0.11873226088048637, 0.03281464349109727, 1.0, 0.06699150179925478, 0.28841567656093076, 1.0, 0.03374261605944756, 0.033693104390631425, 0.04991484818832098, 0.10129784582016264]"
03-03-50-00,0,03-03,['03-03-10-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[1.0, 0.03979451884931923, 0.04490341468018152, 1.0, 0.03457636249604192, 0.16069928670964584, 0.03619157985143508, 0.1255573614686099, 0.06062754300109039, 0.032941000460874115, 1.0, 0.2791175051929231, 1.0, 0.18559142728987887]"
03-03-51-01,1,03-03,['03-03-10-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[1.0, 0.03449077083368743, 0.03801340331533349, 1.0, 0.02974275107459475, 0.17327961869580222, 0.03066267450301898, 0.11548027580517016, 0.049814716649264366, 0.02787437849470482, 1.0, 0.3483629950213327, 1.0, 0.15227841560709107]"
03-03-52-02,2,03-03,['03-03-10-sph-g-03'],['pick up'],pick up sphere,['sphere'],"[1.0, 0.0030052254664112332, 0.003280174635357212, 0.9118244908868557, 0.00259673352260683, 0.015100790339742511, 0.00267820626928497, 0.009366606740710522, 0.004281912619445621, 0.002431494664675203, 1.0, 0.0335063359691083, 1.0, 0.011928028885801868]"
03-03-53-03,3,03-03,['03-03-10-sph-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[1.0, 0.03678380871020941, 0.040616058443800854, 1.0, 0.03185657319119948, 0.16908588183825302, 0.03304073975076632, 0.11448383786124768, 0.05366061644560601, 0.030021794651647945, 1.0, 0.33721630144530007, 1.0, 0.15323438766196926]"
03-03-54-04,4,03-03,['03-03-10-sph-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[1.0, 0.03986112121974893, 0.04429245980746595, 1.0, 0.03468379702653381, 0.16411857032079852, 0.03625453813577507, 0.11691770803741534, 0.05924866988496276, 0.032938899357179745, 1.0, 0.31037203783774286, 1.0, 0.16131219837237712]"
03-03-55-00,0,03-03,['03-03-11-sph-g-10'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.3114199540742506, 0.042102288947712785, 0.03622962826135199, 0.08900947215992915, 0.03452324945257572, 1.0, 0.03182452829321236, 0.12472677770035547, 0.03926796252419363, 0.028440420340856528, 0.10228859239660369, 1.0, 0.08167638577039563, 0.0784907400785627]"
03-03-56-01,1,03-03,['03-03-11-sph-g-10'],['pick up'],pick up green big sphere,"['green', 'big', 'sphere']","[0.3886807507978812, 0.0348466173465602, 0.030751323055389954, 0.0832866786552467, 0.028762244813687575, 1.0, 0.026826368074559393, 0.10377166032186302, 0.03383812023679019, 0.024009879649953842, 0.09921631381681992, 1.0, 0.07695779483577679, 0.06905224839547125]"
03-03-57-02,2,03-03,['03-03-11-sph-g-10'],['pick up'],pick up sphere,['sphere'],"[0.31732367380803383, 0.04191124099994404, 0.035789897026256234, 0.0871632688451898, 0.03418981437795775, 1.0, 0.031345571771734665, 0.1318819286020348, 0.03858747898485741, 0.028014614319826596, 0.09698127183331748, 1.0, 0.07845318163516549, 0.07835805779568178]"
03-03-58-03,3,03-03,['03-03-11-sph-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.29427079747208984, 0.04015360298638697, 0.036027201026211965, 0.0958880350501765, 0.033634983152055604, 1.0, 0.0318813008297803, 0.10020696398254661, 0.04026355562407034, 0.028510003806615083, 0.12586126190046493, 1.0, 0.09637624694068139, 0.07692604722892038]"
03-03-59-04,4,03-03,['03-03-11-sph-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.30557119138755806, 0.041083336927454785, 0.03614248850495554, 0.09248377205431052, 0.034086954628811485, 1.0, 0.0318840253913315, 0.10979683987379635, 0.039787313520633014, 0.028501416563024223, 0.11433822573391192, 1.0, 0.08883685314865868, 0.07748758226555388]"
03-03-60-00,0,03-03,['03-03-12-sph-g-10'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.27381457595163483, 0.026208108499440323, 0.03505155252889155, 1.0, 0.02374936671562286, 0.04949867988014261, 0.0275664932964481, 0.0675174019869236, 0.06240302228483515, 0.02538515156730537, 0.11748349733736337, 0.06195464280639207, 1.0, 0.2293675071450002]"
03-03-61-01,1,03-03,['03-03-12-sph-g-10'],['pick up'],pick up green big sphere,"['green', 'big', 'sphere']","[1.0, 0.04534123257202638, 0.06028292186928244, 1.0, 0.03971939192509713, 0.10553473775291675, 0.043340099026769614, 0.20470959945090333, 0.09439339382213996, 0.040037759943833726, 0.24252756557075766, 0.12411329806627298, 1.0, 1.0]"
03-03-62-02,2,03-03,['03-03-12-sph-g-10'],['pick up'],pick up sphere,['sphere'],"[0.16216344776892913, 0.03626446026403725, 0.0496530040714048, 1.0, 0.033523768855588824, 0.05743301368987342, 0.04082032724650477, 0.07876428581366993, 0.09939017006192365, 0.0375970427499281, 0.10766313817747819, 0.07015204899155418, 1.0, 0.22657529230910778]"
03-03-63-03,3,03-03,['03-03-12-sph-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.33584367256820175, 0.02394773418693242, 0.031248807739188714, 1.0, 0.02159115022453017, 0.04837561589885813, 0.02470898715347148, 0.06270150671505105, 0.05302046187176173, 0.022709436135821638, 0.1283870316848037, 0.061815408509548773, 1.0, 0.18565018731183047]"
03-03-64-04,4,03-03,['03-03-12-sph-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.165604925228893, 0.019036269417485874, 0.027451986732813176, 1.0, 0.017360413936139595, 0.03195212872825143, 0.020645448005292527, 0.0516101841672301, 0.05561515405506302, 0.01914607637213445, 0.06399227685718498, 0.03811797518132732, 1.0, 0.4894671613181845]"
03-03-65-00,0,03-03,['03-03-13-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.04271079542383911, 0.009549081394757651, 0.019790883687378875, 1.0, 0.008686003794177532, 0.010990648206461473, 0.01057717868206247, 0.04498990351497636, 0.0661759144563393, 0.010104386531872372, 0.013965217899358081, 0.011513705626287021, 0.7509462807824897, 1.0]"
03-03-66-01,1,03-03,['03-03-13-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.05532451090991611, 0.025658801234047637, 0.0655348471887478, 0.18555921791584734, 0.022697710855464456, 0.021406443954050752, 0.026205003093295248, 0.3374964447605459, 0.132215118069649, 0.025323097990267565, 0.022121466882964267, 0.0211593246706088, 0.05929801247459519, 1.0]"
03-03-67-02,2,03-03,['03-03-13-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.09792110022730353, 0.03064066335441149, 0.06771062931230691, 1.0, 0.027112203218757455, 0.030279693253431914, 0.03128322114451492, 0.35636644960981806, 0.14620144378888192, 0.02998863043841241, 0.0328839285914765, 0.030289925943418887, 0.11932211111726596, 1.0]"
03-03-68-03,3,03-03,['03-03-13-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.16603652540448294, 0.02129054541942545, 0.03818594806681236, 1.0, 0.018723854544647707, 0.027175875260536463, 0.02118947673745531, 0.21318711539268895, 0.07412032923546881, 0.020046822163750828, 0.03222094080341957, 0.027744083341055735, 0.340078483630256, 1.0]"
03-03-69-04,4,03-03,['03-03-13-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.10175545648061146, 0.04203795870022981, 0.11784305424723064, 1.0, 0.03977288347658343, 0.03932618146049889, 0.053769415826501625, 0.13551450842817986, 1.0, 0.05252555479948348, 0.04830339339006583, 0.041176270811369854, 0.3279753223792452, 1.0]"
03-04-00-00,0,03-04,['03-04-00-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[1.0, 0.019511176404894637, 0.06705718169746584, 0.0852828264327675, 0.05268503295404863, 0.04907939717460799, 0.049190301518999814, 0.03248987617544901, 0.48128260530735806, 0.03696320352895081, 0.03210561061980972, 0.02590226713839915, 0.03701280650963596, 0.0314377145376127]"
03-04-01-01,1,03-04,['03-04-00-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[1.0, 0.009911614855000972, 0.0357676541592507, 0.0413911619839609, 0.02680986341767599, 0.02692316356954752, 0.02718764534123893, 0.016814827537801887, 0.7300045879480384, 0.019694481647421713, 0.016525198688450017, 0.0131597035607194, 0.019997197154419614, 0.01581290013647413]"
03-04-02-02,2,03-04,['03-04-00-sph-g-03'],['pick up'],pick up sphere,['sphere'],"[1.0, 0.006021472262929978, 0.022142690112871646, 0.02493358769830683, 0.016260856906523027, 0.016737977084002757, 0.017005515073334164, 0.010300173176026647, 0.8343835256320917, 0.012143506914083786, 0.010070906414497018, 0.00801652751015582, 0.012375200262788098, 0.0096080609523884]"
03-04-03-03,3,03-04,['03-04-00-sph-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[1.0, 0.01911572673347925, 0.07682095312499315, 0.09282409186738586, 0.049936885337700854, 0.05036780986103285, 0.05516507902421321, 0.03465192651229908, 0.45407120534814394, 0.03776875538486256, 0.031365905183529, 0.027154685261081387, 0.037743747939994944, 0.033013228421283895]"
03-04-04-04,4,03-04,['03-04-00-sph-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[1.0, 0.008894990559002407, 0.032626363475256145, 0.037279563475009055, 0.023990417450054816, 0.02441925151771027, 0.024860093020641752, 0.01521584822410727, 0.7558304413715777, 0.017810330180657297, 0.0148415636814942, 0.011872967379966926, 0.01810253357253203, 0.014255636091990025]"
03-04-05-00,0,03-04,['03-04-01-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.05000795052472115, 1.0, 0.03736588082551564, 0.037140505518814336, 1.0, 0.24129371180932987, 0.03809496361269257, 0.02668505440791602, 0.16895529083421396, 0.1884830098256549, 1.0, 0.022615756071211295, 0.16422360830899338, 0.025134268260936964]"
03-04-06-01,1,03-04,['03-04-01-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[0.05097628273001596, 1.0, 0.038586260171956606, 0.0383393247805157, 1.0, 0.23535190070029507, 0.039299386184371427, 0.027636953058825353, 0.15948817844766744, 0.19757440610605242, 1.0, 0.02346557985954097, 0.16320001052295535, 0.02608171743780387]"
03-04-07-02,2,03-04,['03-04-01-sph-g-03'],['pick up'],pick up sphere,['sphere'],"[0.05230650173448695, 1.0, 0.03928233279784898, 0.03915167033813135, 1.0, 0.23195411131519114, 0.03990608471304086, 0.02814085798743821, 0.16598297053035227, 0.1911777035429269, 1.0, 0.023898798801516463, 0.1616317740437024, 0.026567194195364456]"
03-04-08-03,3,03-04,['03-04-01-sph-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.05798643190008431, 1.0, 0.0435426183980736, 0.04379406490298662, 1.0, 0.21343114376441924, 0.04379455657919345, 0.0313832674256468, 0.1676663923124174, 0.18703726446896496, 1.0, 0.026765873516071757, 0.15482210289698467, 0.02977628383515734]"
03-04-09-04,4,03-04,['03-04-01-sph-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.05028565216141005, 1.0, 0.038580277435827114, 0.03822198251490192, 1.0, 0.23455900961815998, 0.03935932264620259, 0.027667297871769456, 0.1499516448017245, 0.20823671566626287, 1.0, 0.023509095834368388, 0.16349977582919228, 0.026129225620180958]"
03-04-10-00,0,03-04,['03-04-02-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.010573476789631695, 0.0037284622023817373, 1.0, 0.05281762098646533, 0.006708144059755183, 0.009517065629342325, 1.0, 0.21300801756227625, 0.011095768798767046, 0.009525013857588464, 0.00546701247566187, 0.35398543633507795, 0.007433535214269541, 0.31614044608878245]"
03-04-11-01,1,03-04,['03-04-02-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.011868311599245658, 0.0037203928025320116, 1.0, 0.1979891411893305, 0.006841625238748351, 0.009239478164892855, 0.16525892195764172, 0.5717339440354072, 0.011712694752822793, 0.008951576712285343, 0.005454037714899323, 1.0, 0.007229875832194234, 1.0]"
03-04-12-02,2,03-04,['03-04-02-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.0480535888839734, 0.014038534092504613, 1.0, 0.32242130772341, 0.026343477544880336, 0.038356166004186905, 1.0, 1.0, 0.04999830849437528, 0.036196745467228744, 0.020978875095084594, 0.19811880277097715, 0.029496725284539164, 0.21599746863883973]"
03-04-13-03,3,03-04,['03-04-02-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.03263994077552554, 0.010385542097329597, 1.0, 0.20066576439816755, 0.01912750009430693, 0.02756721740364496, 1.0, 1.0, 0.034085022973122464, 0.026702034704410068, 0.015390155428028166, 0.3291356065182972, 0.0213456746422843, 0.2829555409648832]"
03-04-14-04,4,03-04,['03-04-02-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.0044400309165415165, 0.0012744835165866988, 1.0, 0.13724995328328582, 0.002387969890508275, 0.003251018321444885, 0.1287320155622874, 0.6337667868836488, 0.004335373069141523, 0.0030770565290833504, 0.0018840414420462203, 0.028919123849903243, 0.0025284188360508303, 0.04815372789947143]"
03-04-15-00,0,03-04,['03-04-03-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.06927057645914644, 0.019280548951459645, 0.2384924712686727, 1.0, 0.036476389813495776, 0.03601935436464126, 0.05978856343231209, 0.06258509465564563, 0.05293231948104605, 0.03408817216457635, 0.027097580028002267, 0.06963369669328225, 0.02921358199372117, 0.26512165069399835]"
03-04-16-01,1,03-04,['03-04-03-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.06933727888754025, 0.01966713669722852, 0.22557113027559603, 1.0, 0.03708020170533291, 0.036450952792916116, 0.059721134343823555, 0.06276811267342025, 0.0532012364292651, 0.03458345141254456, 0.027576179829270013, 0.07025301823478777, 0.029599121353788876, 0.27419104536448613]"
03-04-17-02,2,03-04,['03-04-03-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.09567695330098411, 0.021265234312582846, 0.2792028701965296, 1.0, 0.042059446981987304, 0.0416607738597576, 0.06994483233480886, 0.0678275637289708, 0.06762157263354919, 0.03824663405134823, 0.030509089871324873, 0.0671363404671742, 0.033476840248270544, 0.14537184801271189]"
03-04-18-03,3,03-04,['03-04-03-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.03430700178717204, 0.010297198921160185, 0.1658629771201523, 1.0, 0.019114053415529145, 0.019290455332192508, 0.03355612163114531, 0.036079043471851494, 0.02719648270689453, 0.0184894875780029, 0.014408699608967861, 0.04335618319671532, 0.01566309617986889, 0.5623791990503476]"
03-04-19-04,4,03-04,['03-04-03-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.032469096159584314, 0.007790932089460145, 0.6619518339956899, 1.0, 0.015080895028018902, 0.015851002042196957, 0.03161019004999189, 0.03155787966113522, 0.024451651868686856, 0.01470448829090898, 0.011185211970436319, 0.03302211585153009, 0.01269654468229713, 0.10762815831006319]"
03-04-20-00,0,03-04,['03-04-04-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.058807412164283014, 0.23381519816139848, 0.039990067335235295, 0.042224480339756176, 1.0, 0.12757955451079303, 0.03860870930362329, 0.028981924361471054, 0.17608678321673493, 0.10383391515776326, 1.0, 0.02488871454532741, 0.09738822781848544, 0.02779501308512879]"
03-04-21-01,1,03-04,['03-04-04-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.05912795378167914, 0.1776679112981837, 0.03864936717765701, 0.040711567829424325, 1.0, 0.13372889522933465, 0.03749316817635749, 0.02768188713555262, 0.23566052464191573, 0.0996626864320038, 1.0, 0.023617606491805436, 0.09961833466800968, 0.02638009713807627]"
03-04-22-02,2,03-04,['03-04-04-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.07136579397583057, 0.12908614758330186, 0.04443378914565561, 0.048118526188378835, 1.0, 0.12271005328826352, 0.04210203158661603, 0.03189857337852684, 0.26400561581475257, 0.0944039049834987, 1.0, 0.027348775466120835, 0.09387536387248605, 0.03065142471656862]"
03-04-23-03,3,03-04,['03-04-04-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.0329174852722614, 0.05156131984137485, 0.02019398795162667, 0.02213228563422017, 1.0, 0.0511533109908277, 0.018941618855155135, 0.01452644926001656, 0.11266130924888815, 0.04005509143107462, 0.5698162162685937, 0.012489167182213516, 0.03953271425541734, 0.014019043808330226]"
03-04-24-04,4,03-04,['03-04-04-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.07241148656109786, 0.12970895302019622, 0.045121655717345624, 0.048964624221427805, 1.0, 0.12238133637688846, 0.04267240860652246, 0.03243406539161383, 0.25848820584580184, 0.09487063396060087, 1.0, 0.027833689787948205, 0.0939119458020888, 0.03120099470846784]"
03-04-25-00,0,03-04,['03-04-05-cyl-b-10'],['pick up'],pick up blue cylinder,"['blue', 'cylinder']","[0.02172485082303889, 0.02282764083842581, 0.020109776993659713, 0.01598555394506228, 0.05180701011445969, 1.0, 0.027637496015159087, 0.012602524731461142, 0.7290524337769507, 1.0, 0.07753412662583378, 0.009869442667748925, 1.0, 0.010849143468200009]"
03-04-26-01,1,03-04,['03-04-05-cyl-b-10'],['pick up'],pick up blue big cylinder,"['blue', 'big', 'cylinder']","[0.03984056094458473, 0.05908290533576409, 0.03631494539991825, 0.030332910759557966, 0.12062991620292708, 1.0, 0.0457923960227706, 0.023726563898388415, 0.284894690532943, 1.0, 0.31941053934016106, 0.01901827326140617, 1.0, 0.0209562983015786]"
03-04-27-02,2,03-04,['03-04-05-cyl-b-10'],['pick up'],pick up cylinder,['cylinder'],"[0.031432796875117144, 0.019622114574139735, 0.023983041294906048, 0.0190835720920709, 0.06091181075800201, 1.0, 0.03293694325204508, 0.014218407629237857, 1.0, 0.7203534701732206, 0.05457832690180613, 0.01088427449472655, 1.0, 0.011995241954727691]"
03-04-28-03,3,03-04,['03-04-05-cyl-b-10'],['pick up'],pick up blue solid,"['blue', 'solid']","[0.03123476331158493, 0.0348542116931747, 0.028893504550259276, 0.02316787693758416, 0.07764868582091815, 1.0, 0.039079115849280414, 0.01825438076460471, 0.5915892012038217, 1.0, 0.12513109823806068, 0.014357935335802464, 1.0, 0.015789226294908757]"
03-04-29-04,4,03-04,['03-04-05-cyl-b-10'],['pick up'],pick up blue big solid,"['blue', 'big', 'solid']","[0.04593089457580756, 0.052561320628041294, 0.04419027217704626, 0.035172242537983726, 0.10834426416204643, 1.0, 0.06022504635233382, 0.02802069647145451, 0.40303736549644986, 1.0, 0.176130631496272, 0.022090720876807652, 1.0, 0.024296545225756853]"
03-04-30-00,0,03-04,['03-04-06-sph-g-10'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.07266324814927551, 0.024255164143720226, 1.0, 0.10644729681831432, 0.046534910011678095, 0.1132821695375197, 1.0, 0.15520670128095324, 0.12029840349029475, 0.09974378227718364, 0.03889709201516837, 0.07023166468708336, 0.07758773420009893, 0.07485183338870995]"
03-04-31-01,1,03-04,['03-04-06-sph-g-10'],['pick up'],pick up green big sphere,"['green', 'big', 'sphere']","[0.020824638906248697, 0.008989225432939833, 0.6719963821597712, 0.03186014739154797, 0.01613646610377364, 0.03835834194764369, 1.0, 0.044045404097275184, 0.0314303474693023, 0.041571660741629796, 0.01412761443319704, 0.025498039958912536, 0.02720614868465592, 0.02795558267310226]"
03-04-32-02,2,03-04,['03-04-06-sph-g-10'],['pick up'],pick up sphere,['sphere'],"[0.05986807181331509, 0.022175748412970955, 1.0, 0.11199902014509787, 0.04069284217817025, 0.08159138633682039, 1.0, 0.23814017167938656, 0.08211537615133299, 0.08087025380417633, 0.03435212231378155, 0.0914048032453439, 0.05954038105498816, 0.09724982286461589]"
03-04-33-03,3,03-04,['03-04-06-sph-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.021668909396862106, 0.00829134984095842, 0.6762518498888784, 0.029041734828786407, 0.015612233907295105, 0.0453066059831122, 1.0, 0.03790545277580176, 0.0386210628611233, 0.041910444121896276, 0.013440211229770741, 0.020306701512628193, 0.02985975335761361, 0.021783690295273418]"
03-04-34-04,4,03-04,['03-04-06-sph-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.07366838959019774, 0.023059541984793475, 1.0, 0.11637916237620663, 0.044507383569647625, 0.09876634188101793, 1.0, 0.18399626314063733, 0.11474766563525002, 0.08643494186764915, 0.0367061731004265, 0.07394772820068186, 0.06904780285964708, 0.07873860579384485]"
03-04-35-00,0,03-04,['03-04-07-sph-g-03'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.050351649647472435, 0.015367228350422701, 1.0, 0.26189010240487737, 0.028627332726374695, 0.04258801863353233, 1.0, 1.0, 0.053721161203479646, 0.04060165200129734, 0.02297625344802674, 0.2254505768811044, 0.03270137505954659, 0.22572464964386585]"
03-04-36-01,1,03-04,['03-04-07-sph-g-03'],['pick up'],pick up green small sphere,"['green', 'small', 'sphere']","[0.05228158320428618, 0.01618004442080797, 1.0, 0.24725776408016167, 0.030081290251445212, 0.045243058355981455, 1.0, 1.0, 0.0564161783565174, 0.043262371744307165, 0.02421324201033708, 0.22672096766039113, 0.034696241384519544, 0.22364725853124506]"
03-04-37-02,2,03-04,['03-04-07-sph-g-03'],['pick up'],pick up sphere,['sphere'],"[0.054239032744953085, 0.01611000647736725, 1.0, 0.2851019995122011, 0.030190571470013954, 0.045056277716211214, 1.0, 1.0, 0.05784503276263751, 0.042584937889460744, 0.024150739182735043, 0.20082499369834386, 0.034519015701190064, 0.20937739284488602]"
03-04-38-03,3,03-04,['03-04-07-sph-g-03'],['pick up'],pick up green solid,"['green', 'solid']","[0.04993978722028186, 0.015557612043920725, 1.0, 0.24227742380145256, 0.028870443317599432, 0.043192211228344324, 1.0, 1.0, 0.05368174353218509, 0.04141305700927884, 0.023248000200399424, 0.23746472677357225, 0.033170611484071036, 0.23118438338889427]"
03-04-39-04,4,03-04,['03-04-07-sph-g-03'],['pick up'],pick up green small solid,"['green', 'small', 'solid']","[0.04663118391801848, 0.014848317043679095, 1.0, 0.2227441962752923, 0.02741896554270431, 0.04089598248809692, 1.0, 1.0, 0.0501315274569771, 0.03949700196613206, 0.022139191660584034, 0.2598389938541657, 0.03146706498671801, 0.24438757480763196]"
03-04-40-00,0,03-04,['03-04-08-sph-g-10'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.11262239985912958, 0.033359953092067726, 0.044956087004565624, 0.04296370135129441, 0.1742406491010441, 0.2054319570042305, 0.04711831730217032, 0.026919231377949968, 1.0, 0.07722861787593824, 0.07783747892230623, 0.02124156705370622, 0.1121687336871186, 0.023911306368478484]"
03-04-41-01,1,03-04,['03-04-08-sph-g-10'],['pick up'],pick up green big sphere,"['green', 'big', 'sphere']","[0.09094754360452838, 0.03293299814792121, 0.03923515169411768, 0.03777465390511986, 0.21055068010796368, 0.21376252140373225, 0.041099299845272115, 0.02398647943625853, 1.0, 0.07440629511653406, 0.08253324737112137, 0.01905136175890572, 0.11231566474862002, 0.021404102859905225]"
03-04-42-02,2,03-04,['03-04-08-sph-g-10'],['pick up'],pick up sphere,['sphere'],"[0.08653363868213815, 0.0335762477998268, 0.03566980703062784, 0.03655514315010691, 0.3654484427268993, 0.1220725708061036, 0.035268697279599776, 0.022532175160757263, 1.0, 0.06059227536477277, 0.08461111595914486, 0.018256137197496962, 0.07827891412940427, 0.02060483471312146]"
03-04-43-03,3,03-04,['03-04-08-sph-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.0791697011172805, 0.030371990235597904, 0.03597765072516904, 0.03400226756761521, 0.18466531818311302, 0.2656077833236118, 0.0384846198100144, 0.02192101780955613, 1.0, 0.07381593460994518, 0.07788670255765244, 0.017340372676205005, 0.12131679571340562, 0.019439845670833903]"
03-04-44-04,4,03-04,['03-04-08-sph-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.07278183384515821, 0.026922739013281946, 0.03392233515298879, 0.0312951874808125, 0.14034168196799943, 0.33596612728706343, 0.037199840613813914, 0.020379249802104555, 1.0, 0.07191046466182655, 0.06755752121249559, 0.015996816670160178, 0.12781702953926313, 0.017909172753031773]"
03-04-45-00,0,03-04,['03-04-09-sph-g-10'],['pick up'],pick up green sphere,"['green', 'sphere']","[0.04854945847243107, 0.061249435765228295, 0.046587519159298, 0.037657767766776, 0.12118432699377965, 1.0, 0.06168671220810826, 0.02994501227800744, 0.3208566801344855, 1.0, 0.22230037163562053, 0.023791739080106854, 1.0, 0.026190976506158453]"
03-04-46-01,1,03-04,['03-04-09-sph-g-10'],['pick up'],pick up green big sphere,"['green', 'big', 'sphere']","[0.06691260054125629, 0.05645694251476648, 0.08385252132825886, 0.058519362737256, 0.10191133220759693, 1.0, 0.1441778586331129, 0.050245293862831136, 0.23675455425560496, 1.0, 0.11993831816776353, 0.03869309956624418, 1.0, 0.0425381161853089]"
03-04-47-02,2,03-04,['03-04-09-sph-g-10'],['pick up'],pick up sphere,['sphere'],"[0.05991354637441225, 0.07376626172977215, 0.062491895958661614, 0.04966666804100497, 0.12857743736515403, 1.0, 0.08367502553386941, 0.04038068443762602, 0.22491832171134202, 1.0, 0.20875168827948223, 0.03227125033539043, 1.0, 0.03558722023328486]"
03-04-48-03,3,03-04,['03-04-09-sph-g-10'],['pick up'],pick up green solid,"['green', 'solid']","[0.04581146109903809, 0.05872268382698401, 0.043251589359577305, 0.03516886940319031, 0.118930416831114, 1.0, 0.05682666185944135, 0.02783418333660898, 0.33959346727263345, 1.0, 0.22738060065721447, 0.022124360220435742, 1.0, 0.02435570613376236]"
03-04-49-04,4,03-04,['03-04-09-sph-g-10'],['pick up'],pick up green big solid,"['green', 'big', 'solid']","[0.06225127266305413, 0.07213536358348578, 0.06677510203497126, 0.052217071106649665, 0.12552847301939715, 1.0, 0.0916287109041697, 0.04281203118212571, 0.22534190055066447, 1.0, 0.1896318143789231, 0.03409007931872054, 1.0, 0.0375881812578385]"
